location,size,total_sqft,bath,price,enc_loc
BTM Layout,6,3300.0,6,165.0,24
Electronics City Phase 1,2,1175.0,2,57.0,72
Chikkalasandra,3,1428.0,2,80.0,56
others,3,1200.0,2,68.0,219
Sector 2 HSR Layout,2,1146.0,2,55.0,187
Sahakara Nagar,2,1048.0,2,50.0,182
Harlur,3,1730.0,3,100.0,85
Somasundara Palya,2,1185.0,2,70.0,192
Whitefield,4,2400.0,4,147.0,213
Kaval Byrasandra,2,1185.0,2,49.0,126
others,2,1150.0,2,49.0,219
Banashankari,2,1600.0,2,63.98,27
Rachenahalli,2,1113.0,2,55.0,175
Horamavu Banaswadi,2,1272.0,2,48.0,93
Rachenahalli,4,3657.0,5,220.0,175
Ramagondanahalli,4,2800.0,4,155.0,179
Ambalipura,3,3500.0,3,198.0,13
Ramamurthy Nagar,3,3600.0,3,150.0,180
others,2,1096.0,2,48.0,219
others,2,1094.0,2,44.0,219
others,2,1100.0,2,49.0,219
Rachenahalli,3,1550.0,3,74.5,175
Seegehalli,3,1830.0,4,82.0,188
Hoodi,3,1746.0,3,84.95,91
Banashankari Stage III,3,1305.0,2,60.0,29
Thigalarapalya,2,1207.0,2,62.0,200
Kaggalipura,2,950.0,2,50.0,112
Ardendale,3,1732.46,3,92.0,20
Sarjapur  Road,2,985.0,2,49.0,185
Whitefield,3,1440.0,2,64.0,213
Ramagondanahalli,2,1253.0,2,52.66,179
Padmanabhanagar,3,1360.0,2,75.0,170
others,2,1086.0,2,47.5,219
Sarjapur  Road,2,1418.0,2,78.0,185
others,3,1440.0,3,65.8,219
Whitefield,1,624.0,1,35.0,213
Electronic City,2,1060.0,2,58.0,70
KR Puram,2,950.0,2,40.0,108
BTM 2nd Stage,3,1250.0,3,50.0,23
Vishwapriya Layout,2,1235.0,2,60.0,211
Kanakpura Road,4,2775.0,3,165.0,120
Bannerghatta Road,3,1400.0,3,68.0,35
others,3,1225.0,3,60.0,219
Marathahalli,2,1220.0,2,58.5,153
Battarahalli,3,1880.0,3,94.36,38
Yelahanka,2,1200.0,2,70.0,215
others,3,1550.0,2,60.0,219
others,3,1650.0,3,75.0,219
others,2,1113.0,2,46.0,219
Sarjapur  Road,3,1586.0,3,70.0,185
Seegehalli,3,4000.0,3,235.0,188
Yelahanka New Town,3,1541.0,3,80.0,216
Haralur Road,3,1830.0,3,101.0,84
Kodigehalli,2,1200.0,2,48.0,133
others,3,1800.0,2,72.0,219
Bommasandra,2,1015.0,2,40.0,47
Kanakpura Road,3,1900.0,3,99.0,120
Seegehalli,4,3000.0,5,150.0,188
Bisuvanahalli,3,1075.0,2,42.0,45
Akshaya Nagar,2,1200.0,2,50.0,12
Hormavu,2,1150.0,2,53.11,94
Uttarahalli,3,1360.0,2,61.2,205
Sarjapur  Road,2,1260.0,2,53.0,185
Marathahalli,2,950.0,2,45.68,153
others,5,2500.0,5,120.0,219
Budigere,3,1991.0,4,88.0,50
Sarjapur  Road,2,1115.0,2,60.0,185
Whitefield,2,1109.0,2,41.49,213
Rajiv Nagar,4,2340.0,5,129.0,178
9th Phase JP Nagar,2,1005.0,2,43.0,9
Kengeri,1,416.0,1,19.5,128
Harlur,3,2138.0,3,110.0,85
others,2,1140.0,2,52.0,219
others,2,1050.0,2,40.0,219
Thanisandra,2,1100.0,2,48.0,199
Varthur,2,1012.0,2,59.0,206
Yelahanka,2,1326.0,2,57.0,215
Hebbal Kempapura,3,1654.0,2,85.0,87
Chikkalasandra,2,1070.0,2,42.8,56
Whitefield,3,1700.0,3,95.0,213
Kanakapura,2,945.0,2,47.0,119
Ramamurthy Nagar,2,1110.0,2,65.0,180
Electronic City,2,1025.0,2,54.1,70
others,3,1758.0,3,95.0,219
Kalyan nagar,3,1800.0,3,85.0,115
Raja Rajeshwari Nagar,2,1608.0,2,85.0,176
Kadugodi,3,1645.0,2,82.0,110
Ramamurthy Nagar,3,1410.0,2,56.4,180
Harlur,2,1200.0,2,52.0,85
others,3,909.0,2,40.0,219
Akshaya Nagar,2,1092.0,2,60.0,12
Bellandur,2,924.0,2,35.11,41
Thubarahalli,2,1330.0,2,75.0,201
Thanisandra,3,1917.0,4,113.0,199
Gottigere,2,1235.0,2,63.0,77
Anandapura,2,900.0,2,48.0,16
Whitefield,2,1215.0,2,62.0,213
Sarjapur  Road,3,1525.0,2,87.0,185
others,2,1000.0,2,48.0,219
Kasavanhalli,3,2100.0,3,110.0,123
Kodichikkanahalli,3,1620.0,2,85.0,131
Marathahalli,3,1595.0,3,90.0,153
9th Phase JP Nagar,2,835.0,2,37.0,9
BTM 2nd Stage,2,1070.0,2,48.0,23
Electronics City Phase 1,1,755.0,1,42.41,72
Sarjapur  Road,2,1346.0,2,71.32,185
Electronic City Phase II,2,1070.0,2,45.0,71
Chikkalasandra,3,1310.0,2,52.4,56
others,3,1645.0,3,87.5,219
Vittasandra,2,1404.0,2,68.8,212
Dodda Nekkundi,2,1100.0,2,41.15,63
Thanisandra,4,2100.0,4,95.0,199
Singasandra,3,1464.0,3,56.0,191
Raja Rajeshwari Nagar,2,1210.0,2,45.0,176
Yelahanka,5,4000.0,5,220.0,215
others,2,1252.0,2,55.0,219
others,3,2600.0,3,140.0,219
Marathahalli,2,1020.0,2,57.0,153
others,4,2107.0,4,95.0,219
Marathahalli,3,1735.0,3,72.0,153
Sarjapur  Road,2,915.0,2,37.0,185
others,3,1450.0,3,68.0,219
others,3,2431.0,3,100.0,219
Marathahalli,2,1600.0,3,88.0,153
Uttarahalli,2,1280.0,2,75.0,205
Hoodi,2,1257.0,2,69.0,91
Raja Rajeshwari Nagar,2,1240.0,2,53.27,176
Hulimavu,2,1255.0,2,66.0,99
Ananth Nagar,2,870.0,2,36.0,17
Tumkur Road,3,1789.0,3,98.0,203
others,2,1155.0,2,56.0,219
R.T. Nagar,2,1235.0,2,65.0,174
Yelahanka,4,2675.0,4,140.0,215
CV Raman Nagar,2,1025.0,2,50.0,51
Raja Rajeshwari Nagar,3,1395.0,2,72.0,176
Dodda Nekkundi,3,1252.0,2,71.0,63
Choodasandra,3,1220.0,3,56.0,57
Jigani,3,1408.0,2,55.0,106
Bisuvanahalli,3,1180.0,2,60.0,45
Sarjapur  Road,1,715.0,1,29.0,185
Kaggadasapura,2,1035.0,2,45.5,111
Kathriguppe,3,1300.0,3,77.99,125
Kanakpura Road,3,1100.0,3,52.97,120
others,2,1450.0,2,62.63,219
Gottigere,3,1385.0,3,64.0,77
Sarjapur  Road,2,1043.0,2,39.5,185
Kadugodi,2,1100.0,2,45.0,110
Hebbal,3,1586.0,3,90.0,86
others,2,1365.0,3,60.0,219
Begur Road,3,1565.0,2,59.76,40
Sarjapur  Road,3,1750.0,3,99.0,185
Kudlu,2,1143.0,2,55.0,140
Hennur Road,3,1936.0,3,118.0,90
others,3,1402.0,2,85.0,219
Electronic City,2,1000.0,2,41.0,70
Sarjapur  Road,2,1145.0,2,62.0,185
Somasundara Palya,3,1575.0,3,68.0,192
Bannerghatta Road,3,9000.0,4,390.0,35
Thanisandra,2,1200.0,2,46.0,199
Yelahanka,3,1500.0,2,63.0,215
Kothanur,3,1583.0,3,76.1,139
Kanakpura Road,2,700.0,2,34.98,120
Bannerghatta Road,2,950.0,2,38.0,35
Raja Rajeshwari Nagar,2,1165.0,2,45.0,176
Horamavu Agara,2,1169.0,2,64.0,92
others,3,1550.0,3,75.0,219
Kaval Byrasandra,2,997.0,2,53.0,126
Gunjur,2,1457.0,2,60.0,80
KR Puram,2,1000.0,2,60.0,108
Sarjapur  Road,3,1500.0,3,88.0,185
Raja Rajeshwari Nagar,3,1288.0,2,70.0,176
Thanisandra,3,1430.0,2,54.11,199
Channasandra,3,1200.0,3,67.77,53
Electronic City,3,1500.0,2,78.0,70
Ambalipura,2,1230.0,2,66.25,13
Kanakpura Road,2,1110.0,2,43.0,120
Akshaya Nagar,3,1690.0,3,85.0,12
Electronic City,2,1213.0,2,59.32,70
Kengeri,2,900.0,2,45.0,128
others,4,5000.0,4,290.0,219
Bhoganhalli,4,2072.5,2,111.0,43
Uttarahalli,1,661.0,1,36.0,205
Marathahalli,3,1710.0,3,100.0,153
Kengeri Satellite Town,2,1030.0,2,50.0,129
Marathahalli,3,1530.0,3,73.5,153
others,3,2000.0,3,85.0,219
others,2,1100.0,2,45.0,219
Hennur Road,2,1480.0,2,65.0,90
Marathahalli,2,1358.0,2,81.0,153
Electronics City Phase 1,1,580.0,1,27.0,72
Choodasandra,2,1197.0,2,63.0,57
Hoodi,2,1132.0,2,67.9,91
Electronic City,3,1575.0,3,90.0,70
others,2,1302.0,2,66.0,219
others,2,1100.0,2,44.0,219
others,2,830.0,2,37.0,219
others,1,435.0,1,19.5,219
Kasavanhalli,2,1090.0,2,59.8,123
Thanisandra,3,1922.0,3,106.0,199
Mysore Road,2,883.0,2,40.95,158
Sarjapur  Road,2,1190.0,2,50.0,185
Bommanahalli,3,1625.0,2,87.72,46
Whitefield,2,1400.0,2,80.0,213
others,2,1100.0,2,48.0,219
others,3,1230.0,2,53.51,219
Vittasandra,2,1246.0,2,62.3,212
Brookefield,3,1420.0,3,85.0,49
Kadugodi,3,1711.0,3,75.0,110
Kaggalipura,2,950.0,2,47.0,112
Kanakpura Road,2,1225.0,2,60.0,120
others,2,1340.0,2,77.0,219
Dodda Nekkundi,2,1155.0,2,46.0,63
Balagere,2,1205.0,2,70.0,26
Jalahalli East,3,1300.0,2,63.0,105
Bellandur,2,1051.0,2,60.0,41
Uttarahalli,2,1134.0,2,45.36,205
others,3,1745.0,3,77.0,219
others,2,1220.0,2,48.79,219
Kanakpura Road,3,1868.0,3,113.0,120
Ambalipura,2,1351.0,2,77.0,13
others,2,1100.0,2,46.0,219
7th Phase JP Nagar,3,1350.0,3,58.0,7
Marathahalli,2,1290.0,2,52.0,153
Hennur Road,3,1590.0,3,96.5,90
others,3,1286.0,3,67.0,219
others,2,1140.0,2,45.0,219
Ramamurthy Nagar,3,1000.0,2,41.0,180
others,2,1065.0,2,58.0,219
Bisuvanahalli,3,1075.0,2,43.0,45
HBR Layout,2,1004.0,2,49.0,81
Kothanur,2,1070.0,2,45.5,139
Hosa Road,2,1016.0,2,40.0,95
Bellandur,3,1450.0,3,68.0,41
Yelahanka,1,654.0,1,37.0,215
Bhoganhalli,3,1610.0,3,84.53,43
Doddakallasandra,3,2493.0,3,115.0,65
Ramagondanahalli,2,1151.0,2,50.5,179
Electronic City,2,1125.0,2,58.0,70
1st Block Jayanagar,2,1000.0,3,60.0,1
Bommanahalli,3,1850.0,3,90.0,46
Sultan Palaya,2,1100.0,2,45.0,196
others,3,1082.0,2,42.0,219
Kadugodi,2,1314.0,2,78.0,110
Kaggadasapura,2,1010.0,2,55.0,111
Shivaji Nagar,2,2200.0,2,110.0,190
others,3,1636.0,3,97.0,219
9th Phase JP Nagar,2,1050.0,2,39.0,9
5th Phase JP Nagar,5,2500.0,5,110.0,5
Sarjapur  Road,2,1067.0,2,60.0,185
Bommasandra,2,955.0,2,35.28,47
Kanakpura Road,2,1366.0,2,83.0,120
Jigani,3,1250.0,3,58.0,106
Dommasandra,2,1153.0,2,43.5,68
Vijayanagar,2,1200.0,2,62.0,209
Budigere,2,1139.0,2,60.0,50
Whitefield,1,650.0,1,25.0,213
others,2,1120.0,2,40.0,219
Akshaya Nagar,3,1700.0,3,80.0,12
Varthur,2,1090.0,2,48.0,206
Akshaya Nagar,3,1897.0,4,93.0,12
others,3,1200.0,3,72.0,219
Thanisandra,2,1437.0,2,71.13,199
others,3,1500.0,2,65.0,219
Hennur Road,2,1036.0,2,59.45,90
Mico Layout,2,1125.0,2,40.0,155
Uttarahalli,3,1320.0,2,55.44,205
7th Phase JP Nagar,2,1050.0,2,50.0,7
Dasarahalli,3,2100.0,3,120.0,61
Rayasandra,3,1199.0,2,48.5,181
others,2,1100.0,2,47.0,219
Kanakapura,3,1254.0,2,70.0,119
Electronics City Phase 1,2,940.0,2,49.0,72
Whitefield,4,2155.0,3,125.0,213
Sarjapur  Road,5,3200.0,5,140.0,185
others,3,1388.0,3,69.99,219
others,1,905.0,1,52.0,219
others,2,1176.0,2,44.0,219
Uttarahalli,3,1390.0,2,61.16,205
Sahakara Nagar,2,1160.0,2,55.0,182
Seegehalli,4,2800.0,4,140.0,188
Jigani,3,1252.0,3,63.0,106
Bannerghatta Road,3,1350.0,2,51.0,35
Hosa Road,2,972.0,2,40.0,95
Bannerghatta Road,3,1486.0,3,83.22,35
others,2,1103.0,2,55.0,219
Rayasandra,3,1577.0,3,67.0,181
Yelahanka,3,1465.0,3,80.01,215
others,3,1600.0,3,64.0,219
Uttarahalli,2,1090.0,2,45.0,205
Yelahanka,3,1721.0,3,80.86,215
others,2,1100.0,2,55.0,219
Varthur,3,1450.0,3,71.0,206
Battarahalli,2,1071.0,2,62.0,38
Kanakpura Road,3,1800.0,3,90.0,120
Hormavu,2,1123.0,2,56.0,94
Akshaya Nagar,3,1884.0,3,98.0,12
Hebbal,3,1328.0,2,60.0,86
Subramanyapura,2,950.0,2,55.0,195
others,2,1250.0,2,59.0,219
others,2,1115.0,2,46.0,219
Gollarapalya Hosahalli,3,1318.0,3,54.0,76
JP Nagar,3,3300.0,4,160.0,102
Kalyan nagar,2,1280.0,2,48.0,115
Whitefield,2,1230.0,2,59.0,213
Raja Rajeshwari Nagar,3,1420.0,2,60.0,176
Kasavanhalli,3,2111.0,4,120.0,123
Vidyaranyapura,2,1100.0,2,54.0,208
Shampura,2,700.0,1,35.0,189
Yeshwanthpur,2,1200.0,2,63.0,218
others,1,615.0,1,24.0,219
Mysore Road,2,1070.0,2,49.65,158
others,3,1355.0,2,58.25,219
Kundalahalli,3,1800.0,3,80.0,143
Begur Road,3,1400.0,2,50.06,40
Uttarahalli,2,1123.0,2,48.0,205
Kengeri,2,787.0,2,31.0,128
Seegehalli,2,1096.0,2,41.0,188
others,2,1130.0,2,52.0,219
Hebbal,3,1269.0,2,73.0,86
Kothanur,3,1820.0,3,77.0,139
Uttarahalli,3,1329.0,2,56.0,205
Kanakpura Road,2,1339.0,2,71.5,120
Uttarahalli,2,938.0,2,35.0,205
others,1,450.0,1,25.0,219
Yelahanka,2,1060.0,2,40.0,215
Whitefield,2,1125.0,2,40.0,213
Bellandur,2,1060.0,2,65.0,41
Anandapura,4,1749.0,4,90.0,16
Rachenahalli,1,680.0,1,32.64,175
Hoodi,3,1925.0,3,110.0,91
Kengeri,1,502.0,1,25.0,128
Begur,3,1475.0,2,74.0,39
others,2,966.0,2,49.0,219
Haralur Road,2,1300.0,2,75.0,84
Vittasandra,2,1246.0,2,63.0,212
Begur Road,3,1410.0,2,53.58,40
Varthur Road,4,1300.0,3,75.0,207
Sultan Palaya,2,900.0,2,45.0,196
others,3,1550.0,2,79.0,219
Kanakpura Road,1,670.0,1,35.0,120
others,3,1540.0,2,70.0,219
Hennur,2,1255.0,2,54.5,89
Bannerghatta Road,3,1460.0,2,75.0,35
others,2,1230.0,2,58.0,219
Kanakpura Road,2,1340.0,2,60.0,120
Yelenahalli,3,1600.0,3,61.37,217
Electronic City,2,919.0,2,40.0,70
others,2,1070.0,2,38.9,219
Hosur Road,3,1733.0,2,85.0,98
Jigani,3,1221.0,3,72.0,106
Ambalipura,4,2550.0,4,149.0,13
Shampura,3,1400.0,3,70.0,189
Nagarbhavi,1,710.0,2,40.0,161
Electronic City,3,1500.0,2,78.25,70
Balagere,2,1210.0,2,74.0,26
Anjanapura,2,950.0,2,40.0,19
Kengeri Satellite Town,2,1200.0,2,65.0,129
Bannerghatta Road,2,1015.0,2,48.0,35
others,3,1150.0,2,60.0,219
Singasandra,2,1010.0,2,40.0,191
others,3,1508.0,3,75.0,219
7th Phase JP Nagar,3,1460.0,3,70.0,7
Old Airport Road,2,946.0,2,58.0,168
others,2,1110.0,2,58.0,219
Hebbal,2,1088.0,2,61.45,86
9th Phase JP Nagar,2,660.0,2,27.0,9
Sarjapur  Road,3,1700.0,3,95.0,185
Panathur,2,1205.0,2,62.9,172
others,3,1950.0,3,90.0,219
others,2,1080.0,2,62.0,219
Ardendale,4,2800.0,4,140.0,20
others,2,999.0,2,43.66,219
Bhoganhalli,4,1974.0,4,106.0,43
Amruthahalli,3,1350.0,2,63.0,15
Kodichikkanahalli,3,1560.0,2,65.0,131
Hosakerehalli,2,1085.0,2,41.23,96
Vijayanagar,3,1300.0,2,75.0,209
others,2,1127.0,2,55.0,219
Kengeri Satellite Town,2,795.0,2,32.0,129
Nagarbhavi,3,1850.0,3,88.0,161
others,3,1250.0,2,65.0,219
Kanakpura Road,3,1260.0,3,63.58,120
Horamavu Agara,3,1265.0,2,65.0,92
Abbigere,3,1260.0,2,45.0,11
Jalahalli,2,1045.0,2,58.0,104
others,1,412.5,1,19.8,219
Bellandur,2,1100.0,2,62.0,41
Kudlu Gate,2,1113.0,2,50.0,141
Varthur,2,1210.0,2,60.0,206
Kogilu,1,700.0,1,30.84,135
Kanakpura Road,2,1155.0,2,55.5,120
Kothanur,2,1145.0,2,56.0,139
5th Phase JP Nagar,1,600.0,1,30.0,5
HSR Layout,2,1009.0,2,56.0,83
Yelahanka,2,1226.0,2,52.71,215
others,2,1500.0,2,88.0,219
Electronic City,2,1363.0,2,79.0,70
Kaval Byrasandra,2,1060.0,2,42.0,126
Marathahalli,2,1200.0,2,67.0,153
others,3,1518.0,3,76.0,219
others,3,1495.0,2,75.0,219
Sanjay nagar,2,1575.0,2,90.0,183
Kasavanhalli,3,1545.0,3,69.0,123
BTM Layout,3,1450.0,2,81.0,24
Hosur Road,2,1179.0,2,49.0,98
others,2,856.0,2,48.0,219
others,2,1143.0,2,62.0,219
Whitefield,2,1216.0,2,69.06,213
Electronic City,2,1156.0,2,42.0,70
Thanisandra,2,1230.0,2,44.0,199
Devanahalli,2,3752.5,2,177.115,62
Ramagondanahalli,2,1235.0,2,49.3,179
KR Puram,3,1452.0,3,60.0,108
Whitefield,2,1355.0,2,78.0,213
others,4,7500.0,4,425.0,219
Bommanahalli,2,957.0,2,53.0,46
others,2,925.0,2,48.0,219
Bellandur,2,1550.0,2,59.0,41
Bannerghatta Road,2,1115.0,2,61.0,35
Yelahanka,3,1692.0,3,83.0,215
others,2,1100.0,2,52.0,219
Hormavu,3,1385.0,2,69.0,94
Electronics City Phase 1,2,1335.0,2,67.0,72
Bommanahalli,2,910.0,2,45.0,46
Hennur Road,2,1341.0,2,75.76,90
others,3,1200.0,3,70.0,219
Yeshwanthpur,3,1679.0,3,92.13,218
others,2,1016.0,2,45.9,219
others,3,1800.0,3,88.0,219
Hennur Road,2,1040.0,2,50.0,90
others,2,1062.0,2,47.0,219
Whitefield,2,1216.0,2,73.0,213
5th Phase JP Nagar,2,1390.0,2,65.0,5
Yelahanka,2,1033.0,2,52.58,215
Yelahanka,2,1390.0,2,65.31,215
Jalahalli,2,1020.0,2,52.0,104
Whitefield,1,709.0,1,34.735,213
Whitefield,2,1140.0,2,45.0,213
Yeshwanthpur,1,670.0,1,36.85,218
Bhoganhalli,4,2171.0,4,111.0,43
Bannerghatta Road,2,1136.0,2,48.0,35
others,3,1477.0,2,80.0,219
Yelahanka,2,1040.0,2,48.86,215
Garudachar Palya,2,1060.0,2,48.5,75
Sarjapur,2,1240.0,2,44.3,184
Varthur,2,1070.0,2,46.0,206
Electronic City Phase II,2,1253.0,2,65.8,71
Whitefield,2,1190.0,2,60.0,213
Whitefield,2,1312.0,2,55.0,213
KR Puram,2,750.0,2,40.0,108
Marathahalli,2,1095.0,2,60.0,153
Whitefield,3,1745.0,3,100.0,213
Thanisandra,2,1220.0,2,44.6,199
others,3,1793.0,3,98.0,219
Uttarahalli,2,1100.0,1,45.0,205
Yelahanka New Town,2,1385.0,2,65.0,216
Uttarahalli,2,1125.0,2,47.0,205
Akshaya Nagar,3,1551.0,2,60.0,12
Marathahalli,2,1060.0,2,48.0,153
Bharathi Nagar,2,1384.0,2,59.0,42
others,2,620.0,2,23.0,219
Bommasandra,2,1005.0,2,39.77,47
HSR Layout,3,2400.0,3,88.0,83
Whitefield,2,1096.0,2,39.0,213
Kaggadasapura,2,1180.0,1,50.0,111
Uttarahalli,3,1300.0,2,47.0,205
others,2,1020.0,2,62.0,219
Margondanahalli,2,600.0,2,35.0,154
others,2,1165.0,2,47.0,219
Bellandur,3,1685.0,3,100.0,41
others,2,1100.0,2,43.5,219
Jakkur,3,1482.0,3,86.0,103
Nagarbhavi,2,1212.0,2,50.0,161
Sarjapur  Road,2,1230.0,2,65.0,185
Vittasandra,2,1246.0,2,65.4,212
Gunjur,2,1080.0,2,41.0,80
others,6,1576.3768483699162,6,75.0,219
Yelenahalli,2,1260.0,2,47.88,217
Kasavanhalli,2,950.0,2,39.0,123
Nagarbhavi,2,1020.0,2,55.0,161
others,4,1440.0,4,88.0,219
KR Puram,3,1462.5,2,62.81,108
Electronics City Phase 1,2,1175.0,2,69.0,72
others,3,2250.0,3,113.0,219
Whitefield,1,825.0,1,44.9,213
Electronics City Phase 1,2,1113.12,2,55.0,72
Hosur Road,2,1194.0,2,71.64,98
Electronic City,2,1108.0,2,67.15,70
Kanakpura Road,2,700.0,2,34.99,120
Somasundara Palya,3,1600.0,3,68.0,192
Nagarbhavi,3,1850.0,3,90.0,161
Raja Rajeshwari Nagar,2,1140.0,2,49.27,176
others,2,985.0,2,55.0,219
Bellandur,2,982.0,2,55.0,41
Akshaya Nagar,2,1314.0,2,68.8,12
others,3,1700.0,2,68.5,219
others,5,2000.0,4,99.0,219
others,3,1643.0,3,75.0,219
Kengeri,3,1200.0,3,67.0,128
Abbigere,2,1020.0,2,41.82,11
GM Palaya,2,1225.0,2,47.0,74
Thanisandra,3,1241.0,2,61.0,199
Hennur,2,1041.0,2,40.6,89
Bommanahalli,2,1050.0,2,46.0,46
Kanakpura Road,2,1309.0,2,64.39,120
Dodda Nekkundi,2,1128.0,2,45.0,63
Old Madras Road,2,1065.0,2,47.86,169
OMBR Layout,2,1085.0,2,64.0,167
Vishveshwarya Layout,1,750.0,1,30.0,210
Bellandur,2,981.0,2,37.28,41
Kalyan nagar,3,1410.0,2,60.0,115
others,3,1852.0,2,95.0,219
Jigani,2,918.0,2,49.0,106
JP Nagar,3,1150.0,2,49.9,102
others,2,1150.0,2,69.0,219
Whitefield,2,1227.0,2,53.49,213
others,4,2600.0,3,95.0,219
others,2,797.0,2,32.0,219
others,3,1350.0,2,68.0,219
others,3,1500.0,2,90.0,219
others,2,900.0,2,55.0,219
others,3,1355.0,2,58.27,219
Ramamurthy Nagar,2,1006.0,2,57.0,180
Vishveshwarya Layout,4,2000.0,4,75.0,210
Electronic City,2,1128.0,2,65.7,70
others,2,850.0,2,35.0,219
ISRO Layout,3,1310.0,2,68.0,100
Kathriguppe,3,1390.0,2,76.45,125
Gottigere,3,1385.0,2,50.0,77
Old Madras Road,2,1160.0,2,42.0,169
Bannerghatta Road,3,1200.0,2,69.0,35
Mahadevpura,2,1475.0,2,55.0,149
Sarjapur  Road,3,1939.0,3,98.0,185
7th Phase JP Nagar,2,850.0,2,42.0,7
Electronic City,2,1060.0,2,51.0,70
Whitefield,2,1235.0,2,47.0,213
others,2,1250.0,2,60.0,219
Banashankari,2,1460.0,2,70.0,27
Kanakpura Road,3,1843.0,3,82.0,120
Nagarbhavi,2,1120.0,2,53.0,161
others,2,970.0,2,35.0,219
Uttarahalli,3,1685.0,3,85.0,205
others,2,1148.0,2,59.0,219
Bannerghatta Road,3,1465.0,2,76.0,35
others,3,1350.0,3,60.0,219
Kaggadasapura,2,1140.0,2,46.0,111
Hormavu,3,1617.5,3,73.595,94
Mahadevpura,3,1434.0,2,67.39,149
LB Shastri Nagar,2,1184.0,2,69.0,144
others,3,4510.0,4,200.0,219
others,3,1540.0,3,85.0,219
Kanakpura Road,3,1550.0,3,65.11,120
Yelahanka,3,1345.0,2,57.0,215
Electronic City Phase II,3,975.0,2,45.0,71
KR Puram,6,2000.0,6,85.0,108
Kothanur,2,1455.0,2,69.0,139
TC Palaya,3,1200.0,2,66.5,197
Doddakallasandra,3,1360.0,2,54.4,65
Babusapalaya,3,1230.0,3,53.0,25
others,3,2000.0,3,120.0,219
Electronic City Phase II,4,6000.0,4,260.0,71
Kengeri,2,725.0,2,30.0,128
Jakkur,3,1645.0,3,100.0,103
Marathahalli,2,1026.0,2,49.95,153
Jigani,3,1221.0,3,52.0,106
others,2,850.0,2,42.0,219
Kaggadasapura,3,1340.0,3,66.0,111
Ananth Nagar,2,937.0,2,35.0,17
Shampura,3,1475.0,3,78.0,189
others,4,2230.0,4,130.0,219
others,4,2200.0,5,100.0,219
R.T. Nagar,2,970.0,2,55.0,174
others,3,1519.0,3,67.23,219
Thanisandra,3,1200.0,2,65.0,199
Budigere,3,1820.0,3,85.5,50
Kalena Agrahara,3,1565.0,3,78.0,114
Jigani,2,914.0,2,49.0,106
Yelahanka,3,2145.0,3,125.0,215
Electronic City,3,1650.0,3,100.0,70
Marathahalli,4,3940.0,4,220.0,153
Basaveshwara Nagar,2,1180.0,2,58.0,37
Attibele,2,695.0,1,25.0,22
GM Palaya,2,1140.0,2,48.95,74
Banashankari,2,1200.0,2,60.0,27
Hoodi,3,1769.0,3,96.87,91
Mallasandra,2,905.0,2,40.0,150
Kothanur,1,627.0,1,30.0,139
Marathahalli,3,1435.0,3,73.0,153
Marathahalli,2,1220.0,2,59.0,153
Electronic City,2,1025.0,2,49.0,70
Thanisandra,3,1430.0,2,54.5,199
Panathur,2,1235.0,2,65.0,172
AECS Layout,2,1123.0,2,64.0,10
Raja Rajeshwari Nagar,2,1235.0,2,75.0,176
Kogilu,2,1250.0,2,55.55,135
others,2,1200.0,1,65.0,219
Electronics City Phase 1,2,995.0,2,42.0,72
Varthur Road,2,1277.0,2,59.0,207
7th Phase JP Nagar,2,1236.0,2,61.33,7
Akshaya Nagar,2,1265.0,2,67.0,12
Kanakpura Road,1,525.0,2,27.0,120
Gubbalala,5,2570.0,4,141.0,79
others,3,1442.0,3,56.24,219
Ardendale,2,1224.0,2,70.0,20
Bellandur,2,1205.0,2,59.0,41
5th Block Hbr Layout,2,1312.0,2,69.0,4
Yelenahalli,2,1090.0,2,54.0,217
BTM 2nd Stage,2,1000.0,2,58.0,23
Thanisandra,3,1732.0,3,85.73,199
others,3,1840.0,3,85.0,219
Thanisandra,3,1917.0,4,100.0,199
others,2,1100.0,2,57.0,219
Kudlu,3,1455.0,2,60.0,140
 Devarachikkanahalli,3,1425.0,2,65.0,0
Haralur Road,4,2805.0,5,160.0,84
others,2,1040.0,2,46.79,219
Akshaya Nagar,2,1126.0,2,55.0,12
Hebbal,2,1250.0,2,55.55,86
others,2,1200.0,2,53.0,219
others,4,2050.0,3,100.0,219
Whitefield,1,530.0,1,29.44,213
Sarjapur,4,2585.5,4,139.5,184
Kambipura,2,883.0,2,37.0,116
Sompura,3,1275.0,3,59.0,193
others,2,800.0,2,30.0,219
Bellandur,2,1063.0,2,58.0,41
Marathahalli,2,881.0,2,48.06,153
Bisuvanahalli,2,700.0,1,32.0,45
others,3,1936.0,3,110.0,219
Hosa Road,3,1680.0,3,101.0,95
Rayasandra,2,1253.0,2,57.0,181
Mysore Road,3,1082.0,3,50.0,158
Electronic City,2,1070.0,2,58.0,70
Raja Rajeshwari Nagar,3,1280.0,3,57.6,176
Electronic City,2,1210.0,2,54.0,70
Electronic City,3,1500.0,2,75.0,70
others,3,1652.5,3,90.0,219
Yeshwanthpur,3,1381.0,2,76.18,218
Whitefield,2,1085.0,2,57.0,213
Whitefield,1,905.0,1,50.0,213
Hennur Road,3,1685.0,3,95.0,90
Anandapura,2,1151.0,2,42.9,16
Brookefield,4,3532.0,3,170.0,49
Kanakpura Road,3,1665.0,3,86.91,120
Kengeri Satellite Town,2,800.0,2,40.0,129
